Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Volleyball Club,https://www.warrensixpack.com/,Aberdeen,NJ,College / University,volleyball,Indoor,,,,,Chris,Wong,Director of Operations,(848) 213-0808,,info@sixpackvolleyball.com,chris@sixpackvolleyball.com,chris.wong@sixpackvolleyball.com,chriswong@sixpackvolleyball.com,cwong@sixpackvolleyball.com,c.wong@sixpackvolleyball.com,chrisw@sixpackvolleyball.com,sixpackvolleyball.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.warrensixpack.com/ | https://www.warrensixpack.com/about | https://www.warrensixpack.com/our-team | https://www.warrensixpack.com/facilities | https://www.warrensixpack.com/contact | https://www.warrensixpack.com/programs | https://www.warrensixpack.com/girls-programs,Playwright,https://warrensixpack.com,https://www.warrensixpack.com/,
Wanaque Recreation,https://wanaquerecreation.com/,Haskell,NJ,Health Club,pickleball; basketball,Indoor,,,,,,,,,recdirector@wanaqueborough.com,,,,,,,,wanaqueborough.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank.,https://wanaquerecreation.com/ | https://wanaquerecreation.com/contact-us/ | https://wanaquerecreation.com/about/,Playwright,https://wanaquerecreation.com,https://wanaquerecreation.com/,
Weichert,https://www.weichert.com/,Morris Plains,NJ,Unknown,tennis,Indoor,,,2496,"ntly Listed Save 3 Myers Terrace Morris Plains, NJ MLS# 4046566 $899,999 3 Beds 3.1 Baths 2,496 Sq.Ft. 3 Myers Terrace Morris Plains, NJ View 23 Beech Dr Morris Plains, NJ MLS# 4046090 Recent",Jr.,Co,President,(973) 605-1614,corporatecommunications@weichertrealtors.net,,,,,,,,weichertrealtors.net,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.weichert.com/ | https://www.weichert.com/myaccount/?fullLogin=1&RedirectURL=%2fmyaccount%2fcontactinfo.aspx | https://www.weichert.com/for-rent/ | https://www.weichert.com/property-management/ | https://www.weichert.com/insurance | https://www.weichert.com/title-insurance/ | https://www.weichert.com/aboutus,Playwright,https://weichert.com,https://www.weichert.com/,
Westfield Indoor Tennis Club,https://westfieldindoortennis.com/,Westfield,NJ,Racquet / Tennis Club,tennis,Indoor,,,,,,,,(908) 233-9480,,,,,,,,,westfieldindoortennis.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://westfieldindoortennis.com/ | https://westfieldindoortennis.com/about-us/ | https://westfieldindoortennis.com/adult-tennis-programs-nj/ | https://westfieldindoortennis.com/kids-winter-summer-tennis-programs-nj/ | https://westfieldindoortennis.com/court-rentals/ | https://westfieldindoortennis.com/tennis-club-staff/ | http://westfieldindoortennis.com/2014/08/all-about-the-different-kinds-of-tennis-balls/,Playwright,https://westfieldindoortennis.com,https://westfieldindoortennis.com/,
X Pickleball Club,https://xpickleballclub.com/,,NJ,Pickleball Club,pickleball,Indoor,50,"ervation (1hr) Peak Hours (Weekdays 5PM–11PM, Weekends 8AM–11PM) $60 × 20% = $48 $40 $60 $50 Court Reservation (1hr) Non-Peak Hours $50 × 20% = $40 $30 $50 $40 Open Play (2hrs) $20 × 20% =",,,,,,,,support@xpickleballclub.com,,,,,,,xpickleballclub.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: zip. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://xpickleballclub.com/ | https://xpickleballclub.com/programs/,Playwright,https://xpickleballclub.com,https://xpickleballclub.com/,
Xtreme Volleyball Ac,https://www.xtremevbacademy.com/,Ramsey,NJ,College / University,basketball; volleyball,Indoor,,,,,Sarah,Hayward,Director of Operations,(862) 204-7671,,,sarah@xtremevbacademy.com,sarah.hayward@xtremevbacademy.com,sarahhayward@xtremevbacademy.com,shayward@xtremevbacademy.com,s.hayward@xtremevbacademy.com,sarahh@xtremevbacademy.com,xtremevbacademy.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.xtremevbacademy.com/ | https://www.xtremevbacademy.com/about | https://www.xtremevbacademy.com/staff | https://www.xtremevbacademy.com/copy-of-staff | https://www.xtremevbacademy.com/programs-1 | https://www.xtremevbacademy.com/summer2026 | https://www.xtremevbacademy.com/general-7,Playwright,https://xtremevbacademy.com,https://www.xtremevbacademy.com/,
YMCA of Montclair,https://www.montclairymca.org/,Montclair,NJ,YMCA / JCC,pickleball; basketball; squash; racquetball,Indoor,,,,,,,,(973) 744-3400,,,,,,,,,montclairymca.org,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.montclairymca.org/,Playwright,https://montclairymca.org,https://www.montclairymca.org/,
ZogSports,https://www.zogsports.com/,,NJ,Private Club,volleyball,Indoor,,,,,,,,,,,,,,,,,zogsports.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.zogsports.com/ | https://www.zogsports.com/about-us/,Playwright,https://zogsports.com,https://www.zogsports.com/,
All Season Sports,https://www.allseasonsportsacademy.com/,South Plainfield,NJ,School,basketball; volleyball; badminton; futsal,Indoor and outdoor,4,"emy is the premier 36,000 square foot sports and fitness facility. Our Facility Features: 4 Basketball Courts 5 Volleyball Courts 4 Soccer/Futsal Courts Batting Cages Outdoor Turf Field Physical Ther",,,,,,(908) 822-6502,josephnot1103@gmail.com,,,,,,,,allseasonsportsacademy.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.allseasonsportsacademy.com/ | https://www.allseasonsportsacademy.com/about | https://www.allseasonsportsacademy.com/programs | https://www.allseasonsportsacademy.com/rental-rates | https://www.allseasonsportsacademy.com/contact-us,Playwright,https://allseasonsportsacademy.com,https://www.allseasonsportsacademy.com/,
Alpine Country Club (NJ),https://www.alpinecc.org/,Demarest,NJ,Country Club,tennis,Indoor and outdoor,,,,,,,,(201) 768-2121,,,,,,,,,alpinecc.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.alpinecc.org/ | https://www.alpinecc.org/membership | https://www.alpinecc.org/contact-us,Playwright,https://alpinecc.org,https://www.alpinecc.org/,
Americans Soccer Club,https://www.americanssoccerclub.org/,Upper Saddle River,NJ,School,tennis; futsal,Indoor and outdoor,,,,,,,,,,info@americanssc.org,,,,,,,americanssc.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.americanssoccerclub.org/ | https://www.americanssoccerclub.org/about/ | https://www.americanssoccerclub.org/about/board-of-directors/ | https://www.americanssoccerclub.org/about/coaching-staff/ | https://www.americanssoccerclub.org/about/soccer-fields/ | https://www.americanssoccerclub.org/soccer-programs/ | https://www.americanssoccerclub.org/soccer-programs/policies/,Playwright,https://americanssoccerclub.org,https://www.americanssoccerclub.org/,
Arlene Gonnella,https://gonnellateam.com/,Short Hills,NJ,Unknown,pickleball; tennis; basketball,Indoor and outdoor,,,,,,,,(201) 306-1357,tcgonnella@gmail.com,,,,,,,,gonnellateam.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gonnellateam.com/ | https://gonnellateam.com/listings/2-denman-court-short-hills/ | https://gonnellateam.com/listings/14-denman-court-short-hills/ | https://gonnellateam.com/listings/9-revere-court-randolph/ | https://gonnellateam.com/meet-the-team/ | https://gonnellateam.com/contact/,Playwright,https://gonnellateam.com,https://gonnellateam.com/,
"Belleville NJ Pickleball: Courts, Coaches & Events",https://bellevillepickleball.com/,Belleville,NJ,Pickleball Club,pickleball,Indoor and outdoor,,,,,,,,,,,,,,,,,bellevillepickleball.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bellevillepickleball.com/,Playwright,https://bellevillepickleball.com,https://bellevillepickleball.com/,
Bergen County Pickleball Club,https://bergencountypickleballclub.com/,Tenafly,NJ,Pickleball Club,pickleball,Indoor and outdoor,4,pen Play for All Levels Book Open Play New to Pickleball? CLUB FEATURES Pickleball Courts 4 Indoor Pickleball Courts – state of the art for all skill levels Temperature Controlled Facility – play year-round,,,,,,(201) 399-3888,,info@bcpickleballclub.com,,,,,,,bcpickleballclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bergencountypickleballclub.com/ | https://bergencountypickleballclub.com/memberships/ | https://bergencountypickleballclub.com/send-us-a-message/,Playwright,https://bergencountypickleballclub.com,https://bergencountypickleballclub.com/,
Best Rent NJ,https://bestrentnj.com/,Edison,NJ,Unknown,tennis; basketball; volleyball,Indoor and outdoor,2,"ct us today! Aug 13, 2020 ... At Duck Pond Park, you can make use of three soccer fields, two basketball courts, two tennis courts, a sand volleyball court, picnic areas ...",,,,,,(732) 559-7368,,,,,,,,,bestrentnj.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bestrentnj.com/ | https://bestrentnj.com/nj-rental-specials/ | https://bestrentnj.com/about-us/ | https://bestrentnj.com/all-nj-apartments/,Playwright,https://bestrentnj.com,https://bestrentnj.com/,
Boys & Girls Club of Clifton,https://bgcclifton.org/,Clifton,NJ,Private Club,basketball; volleyball,Indoor and outdoor,,,,,Normalys,Barris,Program Director,(973) 773-2697,nbarris@bgcclifton.org,,,,,,,,bgcclifton.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bgcclifton.org/ | https://bgcclifton.org/contact-us/ | https://bgcclifton.org/staff/ | https://bgcclifton.org/club-rentals/ | https://bgcclifton.org/before-after-school-programs/ | https://bgcclifton.org/early-childhood-programs/,Playwright,https://bgcclifton.org,https://bgcclifton.org/,
